# board=.../001_v3_CVC_from_module2.bot.etch.tap
# tool size=0.007000
# pass=1
-0.89175, 1.49696,-0.89414, 1.49457
-0.89414, 1.49457,-0.89586, 1.49285
-0.89586, 1.49285,-0.90069, 1.48962
-0.90069, 1.48962,-0.90606, 1.48740
-0.90606, 1.48740,-0.91176, 1.48626
-0.91176, 1.48626,-0.91757, 1.48626
-0.91757, 1.48626,-0.92327, 1.48740
-0.92327, 1.48740,-0.92864, 1.48962
-0.92864, 1.48962,-0.93347, 1.49285
-0.93347, 1.49285,-0.93758, 1.49696
-0.93758, 1.49696,-0.94081, 1.50179
-0.94081, 1.50179,-0.94303, 1.50716
-0.94303, 1.50716,-0.94416, 1.51286
-0.94416, 1.51286,-0.94416, 1.51867
-0.94416, 1.51867,-0.94303, 1.52437
-0.94303, 1.52437,-0.94294, 1.52458
-0.94294, 1.52458,-0.93741, 1.53795
-0.93741, 1.53795,-0.93741, 1.56520
-0.93741, 1.56520,-0.94891, 1.59297
-0.94891, 1.59297,-0.95004, 1.59867
-0.95004, 1.59867,-0.95004, 1.60448
-0.95004, 1.60448,-0.94891, 1.61018
-0.94891, 1.61018,-0.94688, 1.61508
-0.94688, 1.61508,-0.93741, 1.63795
-0.93741, 1.63795,-0.93741, 1.66520
-0.93741, 1.66520,-0.94891, 1.69297
-0.94891, 1.69297,-0.95004, 1.69867
-0.95004, 1.69867,-0.95004, 1.70448
-0.95004, 1.70448,-0.94891, 1.71018
-0.94891, 1.71018,-0.94688, 1.71508
-0.94688, 1.71508,-0.93741, 1.73795
-0.93741, 1.73795,-0.93741, 1.76520
-0.93741, 1.76520,-0.94783, 1.79038
-0.94783, 1.79038,-0.95931, 1.80185
-0.95931, 1.80185,-0.95931, 1.80185
-0.95931, 1.80185,-0.96308, 1.80562
-0.96308, 1.80562,-0.96342, 1.80596
-0.96342, 1.80596,-0.96355, 1.80615
-0.96355, 1.80615,-0.96664, 1.81079
-0.96664, 1.81079,-0.96887, 1.81616
-0.96887, 1.81616,-0.96976, 1.82066
-0.96976, 1.82066,-0.97000, 1.82186
-0.97000, 1.82186,-0.97000, 1.82767
-0.97000, 1.82767,-0.96887, 1.83337
-0.96887, 1.83337,-0.96664, 1.83874
-0.96664, 1.83874,-0.96453, 1.84190
-0.96453, 1.84190,-0.96342, 1.84357
-0.96342, 1.84357,-0.95931, 1.84768
-0.95931, 1.84768,-0.95911, 1.84781
-0.95911, 1.84781,-0.95448, 1.85091
-0.95448, 1.85091,-0.94911, 1.85313
-0.94911, 1.85313,-0.94461, 1.85403
-0.94461, 1.85403,-0.94341, 1.85426
-0.94341, 1.85426,-0.78773, 1.85426
-0.78773, 1.85426,-0.78550, 1.85382
-0.78550, 1.85382,-0.78204, 1.85313
-0.78204, 1.85313,-0.77667, 1.85091
-0.77667, 1.85091,-0.77667, 1.85091
-0.77667, 1.85091,-0.77667, 1.85091
-0.77667, 1.85091,-0.77190, 1.84772
-0.77190, 1.84772,-0.77183, 1.84768
-0.77183, 1.84768,-0.77183, 1.84768
-0.77183, 1.84768,-0.76981, 1.84566
-0.76981, 1.84566,-0.76773, 1.84357
-0.76773, 1.84357,-0.76773, 1.84357
-0.76773, 1.84357,-0.76773, 1.84357
-0.76773, 1.84357,-0.76671, 1.84205
-0.76671, 1.84205,-0.76450, 1.83874
-0.76450, 1.83874,-0.76450, 1.83874
-0.76450, 1.83874,-0.76450, 1.83874
-0.76450, 1.83874,-0.76376, 1.83696
-0.76376, 1.83696,-0.76227, 1.83337
-0.76227, 1.83337,-0.76227, 1.83337
-0.76227, 1.83337,-0.76227, 1.83337
-0.76227, 1.83337,-0.76209, 1.83245
-0.76209, 1.83245,-0.76114, 1.82767
-0.76114, 1.82767,-0.76114, 1.82186
-0.76114, 1.82186,-0.76158, 1.81962
-0.76158, 1.81962,-0.76227, 1.81616
-0.76227, 1.81616,-0.76450, 1.81079
-0.76450, 1.81079,-0.76450, 1.81079
-0.76450, 1.81079,-0.76450, 1.81079
-0.76450, 1.81079,-0.76768, 1.80602
-0.76768, 1.80602,-0.76773, 1.80596
-0.76773, 1.80596,-0.76773, 1.80596
-0.76773, 1.80596,-0.76900, 1.80468
-0.76900, 1.80468,-0.77441, 1.79164
-0.77441, 1.79164,-0.77441, 1.71151
-0.77441, 1.71151,-0.76838, 1.69696
-0.76838, 1.69696,-0.76724, 1.69126
-0.76724, 1.69126,-0.76724, 1.68545
-0.76724, 1.68545,-0.76838, 1.67975
-0.76838, 1.67975,-0.76846, 1.67955
-0.76846, 1.67955,-0.77441, 1.66520
-0.77441, 1.66520,-0.77441, 1.63795
-0.77441, 1.63795,-0.77410, 1.63721
-0.77410, 1.63721,-0.77255, 1.63347
-0.77255, 1.63347,-0.77142, 1.62777
-0.77142, 1.62777,-0.77142, 1.62196
-0.77142, 1.62196,-0.77163, 1.62089
-0.77163, 1.62089,-0.77255, 1.61626
-0.77255, 1.61626,-0.77477, 1.61089
-0.77477, 1.61089,-0.77589, 1.60922
-0.77589, 1.60922,-0.77800, 1.60606
-0.77800, 1.60606,-0.78205, 1.60201
-0.78205, 1.60201,-0.78211, 1.60195
-0.78211, 1.60195,-0.78211, 1.60195
-0.78211, 1.60195,-0.78694, 1.59872
-0.78694, 1.59872,-0.79010, 1.59741
-0.79010, 1.59741,-0.79214, 1.59656
-0.79214, 1.59656,-0.89175, 1.49696
-1.01714, 1.08307,-1.01144, 1.08194
-1.01144, 1.08194,-1.00607, 1.07972
-1.00607, 1.07972,-1.00297, 1.07765
-1.00297, 1.07765,-1.00124, 1.07649
-1.00124, 1.07649,-0.99713, 1.07238
-0.99713, 1.07238,-0.99489, 1.06902
-0.99489, 1.06902,-0.99391, 1.06755
-0.99391, 1.06755,-0.99168, 1.06218
-0.99168, 1.06218,-0.99080, 1.05774
-0.99080, 1.05774,-0.99055, 1.05648
-0.99055, 1.05648,-0.99055, 1.05067
-0.99055, 1.05067,-0.99168, 1.04497
-0.99168, 1.04497,-0.99384, 1.03976
-0.99384, 1.03976,-0.99384, 1.03976
-0.99384, 1.03976,-0.99606, 1.03439
-0.99606, 1.03439,-0.99818, 1.03123
-0.99818, 1.03123,-0.99929, 1.02956
-0.99929, 1.02956,-1.00340, 1.02545
-1.00340, 1.02545,-1.00669, 1.02325
-1.00669, 1.02325,-1.00823, 1.02222
-1.00823, 1.02222,-1.01360, 1.02000
-1.01360, 1.02000,-1.01810, 1.01911
-1.01810, 1.01911,-1.01930, 1.01887
-1.01930, 1.01887,-1.02511, 1.01887
-1.02511, 1.01887,-1.03081, 1.02000
-1.03081, 1.02000,-1.03618, 1.02222
-1.03618, 1.02222,-1.03934, 1.02434
-1.03934, 1.02434,-1.04101, 1.02545
-1.04101, 1.02545,-1.04512, 1.02956
-1.04512, 1.02956,-1.04732, 1.03285
-1.04732, 1.03285,-1.04835, 1.03439
-1.04835, 1.03439,-1.05057, 1.03976
-1.05057, 1.03976,-1.05147, 1.04426
-1.05147, 1.04426,-1.05170, 1.04546
-1.05170, 1.04546,-1.05170, 1.05648
-1.05170, 1.05648,-1.05057, 1.06218
-1.05057, 1.06218,-1.04835, 1.06755
-1.04835, 1.06755,-1.04512, 1.07238
-1.04512, 1.07238,-1.04101, 1.07649
-1.04101, 1.07649,-1.03618, 1.07972
-1.03618, 1.07972,-1.03081, 1.08194
-1.03081, 1.08194,-1.02511, 1.08307
-1.02511, 1.08307,-1.01714, 1.08307
-1.01714, 1.08307,-1.01714, 1.08307
-1.14993, 1.82767,-1.14880, 1.83337
-1.14880, 1.83337,-1.14658, 1.83874
-1.14658, 1.83874,-1.14335, 1.84357
-1.14335, 1.84357,-1.13924, 1.84768
-1.13924, 1.84768,-1.13441, 1.85091
-1.13441, 1.85091,-1.12904, 1.85313
-1.12904, 1.85313,-1.12334, 1.85426
-1.12334, 1.85426,-1.06840, 1.85426
-1.06840, 1.85426,-1.06733, 1.85405
-1.06733, 1.85405,-1.06270, 1.85313
-1.06270, 1.85313,-1.05734, 1.85091
-1.05734, 1.85091,-1.05250, 1.84768
-1.05250, 1.84768,-1.04840, 1.84357
-1.04840, 1.84357,-1.04839, 1.84357
-1.04839, 1.84357,-1.04737, 1.84203
-1.04737, 1.84203,-1.04517, 1.83874
-1.04517, 1.83874,-1.04294, 1.83337
-1.04294, 1.83337,-1.04181, 1.82767
-1.04181, 1.82767,-1.04181, 1.82186
-1.04181, 1.82186,-1.04202, 1.82079
-1.04202, 1.82079,-1.04294, 1.81616
-1.04294, 1.81616,-1.04517, 1.81079
-1.04517, 1.81079,-1.04840, 1.80596
-1.04840, 1.80596,-1.05250, 1.80185
-1.05250, 1.80185,-1.05250, 1.80185
-1.05250, 1.80185,-1.06398, 1.79038
-1.06398, 1.79038,-1.07441, 1.76520
-1.07441, 1.76520,-1.07441, 1.73795
-1.07441, 1.73795,-1.06482, 1.71480
-1.06482, 1.71480,-1.06290, 1.71018
-1.06290, 1.71018,-1.06177, 1.70448
-1.06177, 1.70448,-1.06177, 1.69867
-1.06177, 1.69867,-1.06178, 1.69860
-1.06178, 1.69860,-1.06290, 1.69297
-1.06290, 1.69297,-1.07441, 1.66520
-1.07441, 1.66520,-1.07441, 1.63795
-1.07441, 1.63795,-1.06482, 1.61480
-1.06482, 1.61480,-1.06290, 1.61018
-1.06290, 1.61018,-1.06177, 1.60448
-1.06177, 1.60448,-1.06177, 1.59867
-1.06177, 1.59867,-1.06178, 1.59860
-1.06178, 1.59860,-1.06290, 1.59297
-1.06290, 1.59297,-1.07441, 1.56520
-1.07441, 1.56520,-1.07441, 1.53795
-1.07441, 1.53795,-1.07233, 1.53294
-1.07233, 1.53294,-1.07233, 1.53294
-1.07233, 1.53294,-1.07011, 1.52757
